protocol,file_size,time_to_transfer,latency,payload_overhead,overhead_pct,goodput_mbps,integrity_ok
coap,1.0,1.86,0.0152,229352,21.8727,4.510,True,2.95%,26.24 MB,0.0686
coap,20.0,246.81,0.0046,4669977,22.2682,0.680,True,0.86%,46.98 MB,2.6475
coap,0.244140625,0.30,0.0026,56976,22.2563,6.806,True,3.74%,26.98 MB,0.0141
coap,50.0,1272.68,0.0028,11723725,22.3612,0.330,True,0.57%,85.61 MB,9.0007
coap,5.0,8.58,0.0023,1159228,22.1105,4.889,True,3.01%,40.56 MB,0.3228
